,label,score
161,"guilty no matter what he did. . supposed to prove his own innocence. . given the privilege of presenting his side first. In a trial by ordeal, innocence could be proven by . displaying an uninfected wound. . floating when cast into the water. . wearing bandages for three ",11
149,"line A. . . . . What is the least value of that satisfies the equation x . . . . . A box of cereal contains cups of cereal. At most, how many persons can you serve from ",11
140,"member receive ., ., ., . , ., If the expression x kx is equal to zero when what is the value of A. . . . . If then . . . . . If , then ",11
341,"grandee air. This isn' really goodbye, she said. I'll be back as soon as I get these bad, noisy children off my hands. But the children hung on to her skirt and tugged at her sleeves, shaking their heads frantically, silently saying, No No No to her with their puckered ",11
434,enough men sometimes into dry thwarted worms. Tell him time as a stuff can be wasted. Tell him to be a fool every so often and to have no shame over having been a fool yet learning something out of every folly hoping to repeat none of the cheap follies ,11
106,exercises to warm up and cooling down exercises after they run. The writer wishes to add information here that will explain and further support the point made in the preceding sentence. Which of the following sentences will do that best .They like the discipline and are very serious ,11
122,"training programs is necessary in hopes that this nation will once again see a leader like Dr. King who can inspire our nation to follow in his footsteps. Until such a leader emerges, Mr. President, I look to you to do all that is in your power to improve race ",11
354,"the wooded hills, singing to the green valleys. At ninety six I had lived enough, that is all, And passed to a sweet repose. What is this I hear of sorrow and weariness, Anger, discontent and drooping hopes Degenerate sons and daughters, Life is too strong for you It takes ",11
45,"mass of the products in a chemical reaction. In these reactions matter is neither created nor destroyed, but merely transformed. . Which of the following assumptions is implicit in the Phlogiston Theory A.All combustible substances combine with phlogiston as they burn. .All substances that burn contain phlogiston. .Metals cannot ",11
379,"yellow, what is the probability that the next balloon, selected at random, is also yellow A. . . . . . , . . . . . . . For all simplifies to A. . . . . ",11
86,"had a decision . deciding . yet decided to listen to this entertainment. The . . successful planning was . success plan was . plans succeeding beyond anyone' expectations. The federal Radio Division in Washington, .., Which of the following sequences of sentences will make ",11
75,"the sky, stars are frequently blocked from view. These stellar occultations are the only eclipses visible during the year gap between seasons of solar and lunar eclipses. From the vantage point of Earth, Pluto and Charon pass in front of and behind one another very rarely. The Earth experiences solar ",11
414,"about a century has passed since the year of her birth. . the underlined portion. then. After at Langston Industrial College, Coleman headed for Chicago to see what could be done to realize a dream. Ever since she saw her first airplane when she was a little girl, Coleman had ",11
94,"in the molecule, molecular shape and motion, and the electrical forces that exist between molecules. Item Water is an extremely good solvent because it is a polar molecule. Which of these makes polar molecules good solvents a. They are repelled from other molecules by their magnetic forces. . They readily ",11
57,"so of oil and a wrench to remove the oil plug from the underside of the engine. Disconnect the wire from the spark plug for safety. Place the pan under the engine, unscrew the plug, and let the hot, dirty oil flow out into it. Next, replace and tighten the ",11
244,"said The Photographer' PrayerPlease, please, please get me through thisthat was it. Carl Stein I've been trampled ten times, easy. Network crews will show up with a couple of guys with their elbows out, just to carve out a path for their guy. But you just pick yourself up and ",12
255,course credit for your oration. Please see instructor. httpwww.fas.harvard.edusecfasPrizesDescriptions.html Schedule The two hour class sessions will follow this tentative plan first hour deals with previous week material and exercises second hour introduces new material presentations mins from rd class review of readings mins review of exercise ,12
35,"while a simpler solution would be to use fuels with less harmful emissions. Carbon dioxide emissions are a primary cause of global warming. The use of biodiesel would reduce carbon dioxide emissions by .. It also produces much less unburned hydrocarbons and carbon monoxide. Biodiesel has a positive energy balance, ",12
46,"the frequent conflict between flood control and irrigation between requirements for abundance and those for scarcity of water. Both problems exist in America, often in the same river basins; the one is most typically the problem of the lower part of the basin and the other the problem of the ",12
197,he couldn' make the boy believe He could find water with a hazel prong Which showed how much good school had ever done him. He wanted to go over that. But most of all He thinks if he could have another chance To teach him how to build a load ,12
95,"takers in March will still feel like crash test dummies for this new portion of the test. The Educational Testing Service prides itself on producing a different every year. The problems may be different, but the content and difficulty levels will be similar. This comparability will not be evident for ",12
289,"fact that birds of a color flock together. Knowing this, why don' we, as a country, encourage more rallies and celebrations of diversity, therefore bringing together every bird possible Our written laws have not prevented the ongoing racial slurs in the twenty first century Each day someone is denied a ",12
67,"see page in the booklet. Line Banks, savings and loans, credit unions, etc., should send you a Form showing the amount of taxable interest paid to you. You must report all your taxable interest even if you don' get a Form . If you had tax exempt interest, such as ",12
76,"maybe small in magnitude, but change leads to revolutions, and this is where world peace begins. Wendy Reingold, Age Miami Palmetto Senior High, Miami Teacher Mrs. Johnson Third Place Essays TieTheme As a High School Senior About to Graduate and Go Out into The World Community, I Would Like to ",12
123,work over the summer on any changes they wish to make in Paper One. Both papers are officially due on the first day of school. Language Arts I grade Read The Adventures of Huckleberry Finn by Mark Twain; Oxford World Classics edition. Annotate your novel as you read. Do not ,12
113,"between January and December plunged the United States into a full fledged crisis. Had the American market been allowed to operate without price controls, the cutbacks would not have created a shortage of gasoline. As it was, the government set a motor gasoline price ceiling of approximately cents. Refiners were ",12
23,"into a newly opened bank account. I was amazed that the bank paid me to hold my money. By the time I was ten, I had created a yard care business and developed the routine of setting aside a certain portion of my wages into a savings account. I have ",12
11,"occurring phenomenon, manmade by products are rapidly increasing the rate at which greenhouse gases buildup. The combustion of fossil fuels to power factories, for example, has been the major contributor of COAccording to a recent report published by the .. Intergovernmental Panel on Climate Change , the planet is warming ",12
58,"question requires students to use context clues to determine the meaning of a word that may or may not be familiar to them. The sentence in which the word appears is reproduced in the stem. However, students should be aware that for questions of this type they will find it ",12
